file,target
142565.wav,1 1 0
142566.wav,1 1 1
165063.wav,1 1 1
171349.wav,1 1
172071.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172072.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172073.wav,1 1 1
172074.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172089.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172090.wav,1 1
172356.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
276907.wav,1 1 1 1 1 1 1 1 1
276914.wav,1 1
284481.wav,1 0 0 0 0 1 0 1 0 1 0
312665.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
322839.wav,1 1 1 1 1 1 1
322840.wav,1 1 1 1 1 1
322854.wav,1 1 1 1 1 1 1 1 1 1
323098.wav,1 1 0
354767.wav,1 1 1
378112.wav,1 1 1
378203.wav,1 1 1 1 1
398790.wav,1 1 0
401659.wav,1
41146.wav,1
41147.wav,1
41150.wav,1
41151.wav,1
413475.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
413479.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
420271.wav,1 1 1 0
424283.wav,1 1 1 1 1 1 1 0
446942.wav,1 1 1 1 1 1 1 1 0
47818.wav,1 1 1
480024.wav,1 1 1 1 1
491056.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
491612.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
539250.wav,1 1 1
543462.wav,0 1 1 1 1 1 1 1 1 1
597093.wav,1 1 1 0
597094.wav,1 1 1 1
597097.wav,1 1 1 1
597101.wav,1 1 1 1 1 1 1 1 1
602114.wav,0 1 1 1
638956.wav,1 1 1
638958.wav,1 1 1 1
64631.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
65804.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
687052.wav,1 1 1 1
93009.wav,1 1 1 1 1 1 1 1 1
116901.wav,1 1
127320.wav,1
133781.wav,1 1 1 1 0
141625.wav,1 1 1 1 0 1 1 1 1 1 1 1 1 1
145283.wav,1 1 0 1 1 1 1 1 1 1 1
145284.wav,1 1 1 1 1 1 1 1 1 1 1 1
145288.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
149365.wav,1
156908.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
171307.wav,1 1 1 0
184128.wav,1 1 0
184129.wav,1 1 1
185037.wav,1 1 1 1
185038.wav,1 1 1 1 1 1 1 1
185039.wav,1 1 0
185040.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
187597.wav,1 0
190894.wav,1 0
196562.wav,1 1 1 1
201572.wav,1 1 1 1
203333.wav,1
206429.wav,1 1
207634.wav,1 1
209200.wav,1 0 0
215626.wav,1 1
236701.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
268742.wav,1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0
282409.wav,1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 0
288090.wav,1 1 1 1 1 1 1 1 1
296421.wav,1 1 1 1 1 1 1
301277.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
302461.wav,0 1 1 0 1 1 0
304986.wav,1 1 1 1 0
310822.wav,1 0 0
311112.wav,1 1 1 1
311113.wav,1 1 1 1 1 1 1
328068.wav,1 1 0
338896.wav,1 1 1 1
338897.wav,1 1 1 1 1 0
341470.wav,1 1
343014.wav,1 1 1 1 1 1 1 1 1 1
364120.wav,1 1 1 1 1 1 1 1 1 1
365078.wav,1 1
366520.wav,1 1 1 0 1 1 1
366521.wav,1 1 1 1 0 0 1 0
366522.wav,1 1 1 1
366525.wav,1 1 0
369016.wav,1 1 0
374784.wav,1 1 1 1 1 1 1 1
396740.wav,1
397784.wav,1 1
401593.wav,1 1 1
402113.wav,1
413074.wav,1 1 0
426353.wav,1 1 1 1 0
43605.wav,1 1 1 1 1 1 1
437636.wav,1 1 1 1 1 1 1 0
440423.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
441583.wav,1 1 0
451536.wav,1 1 1 1 1 1 1 1
454372.wav,1 1 1 1 0
460281.wav,1 1 1
460284.wav,1 1 1 1 1
466298.wav,1 1
469384.wav,1 1 1 1 1 1 1 1
479741.wav,1 1 1 1 1
510776.wav,1 1 1
518360.wav,1 1 0
523320.wav,1 1 1 1 1 1 0 0 1 1 1
523456.wav,1 0
523462.wav,1 1 1 1 1 1 1
523463.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0
530646.wav,1 1
545721.wav,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1
546636.wav,1 0
546640.wav,1 1
546644.wav,1 0
555534.wav,1 1 1 1 1 1 1 1 1 1 1 0
575195.wav,1 1
575197.wav,1 1 1 1 1 1 1 1 1 1 1
575198.wav,1 1 1 1 1 1
575199.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
575200.wav,1 1 1 1 1 1
575201.wav,1 1 1 1 1 1 1 1 1
580084.wav,1 1 1 1 1 1 0
584266.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
591136.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
600468.wav,1
603940.wav,1 1 1 1 1 1 1 1 1 1 1
608134.wav,1 1
610088.wav,1 1 1 1 1 1
610335.wav,1 1 1 0
623720.wav,1 1
637297.wav,1
637299.wav,1 1 1
637306.wav,1 1 1 0 1 0 1 1 1 0 0 0 1 1
637308.wav,1 1 1 1 1 1 1 1 0 1 1 1
637309.wav,1 1
654201.wav,1 1 1 1 1 1 1
659804.wav,1 0 1 1 1 1 1
660991.wav,1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0
664412.wav,1 1 1
681358.wav,1
689780.wav,1 1 1 1 1 1 1 1
690029.wav,1 1 1 1 1 1 1
690030.wav,1 1 1 1 1 1 1 1
697077.wav,1 1 1 1 1 1 1 1 0
698015.wav,1 1 1 1 1
74449.wav,1 1 1 1 1 1 1 1
74668.wav,1 1
143000.wav,1 1 0 1 1 1 1 1 1 1
143001.wav,1 1 1 0
418793.wav,1
102847.wav,1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
102848.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
102849.wav,1 1 1
105802.wav,1 1 1 1 1 1 1 1
106810.wav,0
107271.wav,1 1 1 1 1 1 1 1 1
107609.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
109503.wav,1 1 0
109711.wav,1 1 0
111991.wav,0 0
121312.wav,1 1 1 0
124805.wav,1 1
124806.wav,1
126082.wav,1 1 0 0 0 0 0 0 0
126640.wav,1 1 1 1 1 1 1
126643.wav,1 1 1 1 1
126644.wav,1 1 1 0
129861.wav,1 1 1 0
130257.wav,1 1 1 1 1 1 1 1 1 1
134628.wav,1
143032.wav,1 1 0 0 1 0 1 1 1 1
146173.wav,1 1 1 1 1 1
152006.wav,1 1
165760.wav,1 1 1 0
167479.wav,1 0 0
181140.wav,1 1
181505.wav,1 1 1 1 1
181823.wav,1 1 1 1 1 1 1 1 1 1
183558.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
183559.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
183577.wav,1 0
184782.wav,1 1
185619.wav,1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0
186183.wav,1 1 1 1 1 1 1
188988.wav,1 1 1 1 1 1 1 1 1
193095.wav,1 1 1 1 1 1
193730.wav,0 1 0 0 0 0 0 0 0 0 1 1
196982.wav,1
198491.wav,1 1 1 1 1 1 1 0
199775.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
199777.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0
215067.wav,1 1 1
215431.wav,1 1 1 1 1 1 1 1 1 1 1
215570.wav,1
217618.wav,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
217623.wav,1 1
232498.wav,1 1 0 1 1
236548.wav,1 1
236549.wav,1 1
241374.wav,1 1 1
252513.wav,1 1 1
253413.wav,1
256181.wav,1 1 1 1 1 1 1 1 1 0 0 0
256364.wav,1 1 1 1
270158.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
27024.wav,1 0
27025.wav,1 1
277460.wav,1 1 0 1 1 0 0 1 1 1
277578.wav,1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0
28005.wav,1 1 1 1
282488.wav,1 1
282714.wav,1 1 1
28394.wav,1 1 1
287482.wav,1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1
287484.wav,1 1 0
291080.wav,1 1 1 1 1 1 1 1 1 1 1
291102.wav,1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29692.wav,1 1 1 1 1 1 1 1 0 1 0
302363.wav,1 1 1 1 1 1 1 1
305086.wav,1 1
305744.wav,1 1 1
306145.wav,0 1 0
306147.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
306887.wav,1 1 1 1
307805.wav,1 1
308130.wav,1 1 1 1 1 1 1 1 1 1
308382.wav,1 1 1 1 1 1 1 1
308687.wav,1 1 0 0
309591.wav,1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 1 1 1
309593.wav,1
309594.wav,1 1
309596.wav,1 1
309597.wav,1 1
31651.wav,1 1 1
319149.wav,1 1
320191.wav,1 1 1 1 1
320243.wav,1 0
320245.wav,1 1 1
320246.wav,1 1
320247.wav,1 1
320249.wav,1 1
320250.wav,1 1 1
320251.wav,1 1
320252.wav,1 1
324213.wav,1 1 1 1 1 1
327242.wav,1 1
327243.wav,1 1
328061.wav,1 1
330757.wav,1 1 1
331689.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
337878.wav,1
341718.wav,1 1 1 1 1
341719.wav,1 0
341720.wav,1 1 1 1
342966.wav,1 1 0 1 0
347572.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347573.wav,1 1 1 1 1 1 1 1 1 1 1
347574.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347575.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347576.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347577.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347578.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347579.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347580.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347581.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347582.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347583.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
347584.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
348131.wav,1 1 0 0 1 1 0
356137.wav,1
356676.wav,1 0
356762.wav,1 1 0 0 0 0 1 0 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0
357743.wav,1 1
358163.wav,1 0 0 1 1
358611.wav,1 1 1
358781.wav,1 1 1 1 1 1 1
358782.wav,1 1 1 1 1 1 1 1 1 1 1 1
361645.wav,1 1
361877.wav,1 1
369692.wav,1 1 0 1 1 0 0 1
369693.wav,1 1 1 0 1 1 1 1 1 1 0 1 1
370973.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
373099.wav,1 1 1 1
373919.wav,1 1 0 1 1 1
374669.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
377073.wav,1
377074.wav,0
377076.wav,1
378250.wav,1 1
378511.wav,1 1 1 1
378618.wav,1
379708.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
379970.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
382022.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
382023.wav,1 1 1 1 1 1 1 1 1 1 1
382024.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
383850.wav,1 1 1 1
383851.wav,1 1
386310.wav,1 1
386317.wav,1 1 0 1 1
386323.wav,1 1
387406.wav,1 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0
387940.wav,1 1 1 1 1 1 1
388950.wav,1 1 1 1 1 1
394963.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
395418.wav,1 1 1 1 1 0
395460.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
396289.wav,1 1 1 1 1
396292.wav,1 1
396773.wav,1 1
398735.wav,1 1
400472.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
401109.wav,1 1 1
401498.wav,1 1 1 1
404014.wav,1
405652.wav,1 1 1 1 1 1 1 1 1 1 1 1
405653.wav,1 1 1 1
406834.wav,1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1
406836.wav,1 1 1 0 1 1 1 1 1 0
406838.wav,1 1 1 1 1
410554.wav,1 1 1
411673.wav,1 1 1 1 1 1 1 1 1 1 1 1 0
412768.wav,1 0 1 1 0
416502.wav,1 1 1 1 1 1 1
418039.wav,1 1 1 1 1 1 1
418040.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
418043.wav,1 1 1 1 1 1 1 1 1
418044.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
418822.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
418824.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
420090.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
421170.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
421497.wav,1 1 1 1 1 1 1 1
423698.wav,1
423699.wav,1 1
424426.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
424427.wav,1 1 0 1 1 0
424428.wav,1 1 1 1 1 1
424429.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
424430.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425130.wav,1 1 0 1 1 1 1 1 1 1 0 1
425329.wav,1 1 1 1
425335.wav,1 1 1
425339.wav,1 1 1 1 1 1 1 1 1 1
425729.wav,1 1 1 0
425760.wav,1 1
425761.wav,1 1
425763.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425918.wav,1 1 1 1 0 1 1 1
425919.wav,1 1 1 1 1 1 1
425920.wav,1 1 1 1 1 1 1 1 1
425921.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425922.wav,1 1 1 1 1 0
425923.wav,1 1 1 1 1 1
425929.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425930.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425936.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
425937.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425938.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425939.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
426101.wav,1 1 1 1 1 1 1 0
426219.wav,1 1 1 1 1
426221.wav,1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
426222.wav,1 1 1
426223.wav,1 1 1 1 0
426225.wav,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1
426226.wav,1 1 1 1 1 1 1 1
426227.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0
428826.wav,1 1 1 1 1
428827.wav,1 1 1 1 1
428828.wav,1 1 0
428829.wav,1 1
428830.wav,1 1 1
428831.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
428832.wav,1 0 1 0 1
428833.wav,1 0
428834.wav,1 0 1 1 1
428835.wav,1 1 1 1 1 1 1 1 1 1
428836.wav,1 1
428837.wav,1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
428839.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
428983.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
429212.wav,1 1 1 1 1 1 1 1
429219.wav,1 1 0 0 1 1 1
429760.wav,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
431183.wav,1 1 1
431184.wav,1 0
434001.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
438940.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
438943.wav,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
439068.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
439075.wav,1 1 0
439858.wav,1 1
440310.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
440323.wav,1 1 1 1 1
442629.wav,1 1 1
442631.wav,1 1 1
445274.wav,1
448699.wav,1 1 1 1 1 1 1 1 1 1 1 1
452578.wav,1 1 1 1 0 0
455137.wav,1 1 1
456871.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
456873.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
456980.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
459246.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
460487.wav,1 1 0
465232.wav,1 1 1
465620.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
465714.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
466012.wav,1 1 1 1 1 1 1 0 1 0 1 0 0
466571.wav,1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1
475347.wav,1 1 1 1 1 1 1 1 0
478624.wav,1 1 1 1 1 1 1 1
480649.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
481058.wav,1 1 0 1 1
481059.wav,1 1
481061.wav,1 1
481062.wav,1 1
483405.wav,1 1
483424.wav,1 1
483425.wav,1 1 0
484600.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
484611.wav,1 1
484612.wav,1 1 1 1 1 1 1 1 1
486807.wav,1 1 1 1 1 1 1 1 1 1 1
487432.wav,1 1 1 1 1
487776.wav,1 1 1
491083.wav,1 1 0
492108.wav,0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
49345.wav,1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
49346.wav,1 1 1 1 0
49347.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
509242.wav,1 1 1 0
512422.wav,1 1 1 1 1 1
512423.wav,1 1
512740.wav,1 1 1 1 1 1 1 1 1 1 1
519963.wav,1 1 1 1 1 1 1 1 1 1 1
520286.wav,1 1 1 1 1 0
524376.wav,1 1 1 1
527375.wav,1 1
527376.wav,1 1
527786.wav,1 1
527788.wav,1 1
531156.wav,1
533684.wav,1 1
534075.wav,1 1
537407.wav,1 1 1
538245.wav,1
538257.wav,1 1
538283.wav,1 1
541680.wav,1
543650.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
543700.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
543706.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
543711.wav,1 1 1 1 1 1 1
544502.wav,1 1 1 1 1 1 1
544505.wav,1 1 1
544506.wav,1 1 1
545490.wav,1 1
545862.wav,1 1 1 1 1 1
546019.wav,1 1 1
546384.wav,1 1 1 0
546385.wav,1 1 1 1 1 1 1 0
551452.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
551998.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
552544.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
557979.wav,1 1 1 1 1 1 1 1 1 1
558898.wav,1 1 1
558899.wav,1 1 0
558900.wav,1 1
558901.wav,1 1 0
558903.wav,1 1 1 0
558904.wav,1 1 1
558908.wav,1 1 1 0
558910.wav,1 1 1
558912.wav,1 1 1 1
558914.wav,1 1 1 1 0
558917.wav,1 1 1
558920.wav,1 1 1 1 0
558923.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
564884.wav,1 1
567216.wav,1 1 1 0
568177.wav,1 1 1 1 1 1 1 1 1
568217.wav,1 1 1 1 1
568218.wav,1
568219.wav,1 1 1
568220.wav,1 0
568222.wav,1
568223.wav,1
568224.wav,1 0
568225.wav,1 1 1
572464.wav,1 1 1 1 1 1
574314.wav,1 1 1 1 1 1 1 1 1 1 1 0
574315.wav,1 1 1 1 1 1 1 1 1 1 1 1
